value,timestamp
98757.92,2016-08-15 10:16:01
98755.8,2016-08-15 10:46:01
98771.9,2016-08-15 11:15:59
98725.23,2016-08-15 09:16:04
98755.11,2016-08-15 08:46:05
98782.5,2016-08-15 09:46:03
98793.36,2016-08-15 11:45:58
98761.61,2016-08-15 12:15:56
98687.52,2016-08-15 12:45:56
98682.71,2016-08-15 13:15:56
98556.5,2016-08-15 14:45:52
98629.59,2016-08-15 14:15:54
98637.14000000001,2016-08-15 13:45:55
98648.56,2016-08-15 15:15:52
98648.87,2016-08-15 15:45:50
98653.65,2016-08-15 16:15:49
98690.09,2016-08-15 16:45:48
98715.86,2016-08-15 17:45:45
98731.91,2016-08-15 18:45:43
98671.2,2016-08-15 17:15:46
98812.64000000001,2016-08-15 20:45:40
98823.59,2016-08-15 19:15:42
98759.27,2016-08-15 18:15:45
98792.91,2016-08-15 19:45:41
98810.88,2016-08-15 20:15:40
98780.41,2016-08-15 21:15:38
98803.48,2016-08-15 21:45:37
98787.73,2016-08-15 22:15:37
98687.63,2016-08-15 23:45:34
98664.23,2016-08-16 00:15:33
98654.69,2016-08-16 00:45:32
98564.5,2016-08-16 01:45:30
98757.08,2016-08-15 23:15:35
98609.55,2016-08-16 01:15:31
98468.02,2016-08-16 02:45:27
98731.97,2016-08-15 22:45:36
98485.0,2016-08-16 02:15:28
98473.95,2016-08-16 03:15:25
98459.22,2016-08-16 03:45:25
98491.11,2016-08-16 04:15:23
98665.01,2016-08-16 06:45:19
98773.06,2016-08-16 08:45:14
98483.03000000001,2016-08-16 04:45:22
98603.61,2016-08-16 05:45:20
98787.28000000001,2016-08-16 09:15:13
98673.77,2016-08-16 06:15:20
98712.58,2016-08-16 07:45:17
98566.61,2016-08-16 05:15:20
98658.27,2016-08-16 07:15:18
98703.56,2016-08-16 08:15:16
98791.58,2016-08-16 09:45:12
98667.38,2016-08-16 14:45:00
98669.16,2016-08-16 15:44:57
98876.93,2016-08-16 10:15:11
98828.65,2016-08-16 12:15:06
98770.48,2016-08-16 12:45:05
98695.17,2016-08-16 15:14:59
98796.06,2016-08-16 11:45:07
98690.31,2016-08-16 13:45:02
98862.11,2016-08-16 10:45:09
98826.15,2016-08-16 11:15:08
98598.48,2016-08-16 13:15:04
98688.02,2016-08-16 14:15:01
98686.8,2016-08-16 16:14:57
98642.47,2016-08-16 16:44:55
98702.83,2016-08-16 17:14:54
98942.69,2016-08-16 20:14:48
98904.78000000001,2016-08-16 19:44:49
98830.91,2016-08-16 22:14:44
98817.88,2016-08-16 18:44:51
98953.48,2016-08-16 21:14:46
98741.02,2016-08-16 18:14:52
98920.16,2016-08-16 20:44:47
98738.09,2016-08-16 17:44:53
98892.52,2016-08-16 19:14:49
98846.48,2016-08-16 21:44:44
98783.69,2016-08-16 22:44:43
98791.11,2016-08-16 23:14:42
98711.7,2016-08-17 00:44:41
98578.13,2016-08-17 01:14:40
98505.45,2016-08-17 02:14:38
98463.56,2016-08-17 02:44:38
98448.23,2016-08-17 03:14:38
98756.27,2016-08-17 00:14:41
98550.81,2016-08-17 01:44:38
98436.7,2016-08-17 04:44:34
98476.7,2016-08-17 05:14:33
98756.58,2016-08-16 23:44:41
98426.68,2016-08-17 04:14:35
98496.72,2016-08-17 05:44:32
98600.57,2016-08-17 07:14:29
98621.27,2016-08-17 07:44:27
98437.91,2016-08-17 03:44:37
98549.91,2016-08-17 06:14:30
98589.58,2016-08-17 06:44:30
98652.47,2016-08-17 08:14:26
98756.89000000001,2016-08-17 08:44:25
98827.1,2016-08-17 09:14:24
98798.27,2016-08-17 09:44:23
98784.08,2016-08-17 10:14:21
98829.8,2016-08-17 10:44:20
98797.55,2016-08-17 11:14:19
98745.42,2016-08-17 11:44:17
