value,timestamp
98.0,2016-08-03 22:09:40
98.0,2016-08-03 22:39:34
98.0,2016-08-03 23:09:29
98.0,2016-08-03 23:39:24
98.0,2016-08-04 00:09:21
98.0,2016-08-04 00:39:17
96.0,2016-08-04 02:09:04
98.0,2016-08-04 01:09:13
98.0,2016-08-04 01:39:09
96.0,2016-08-04 02:39:00
96.0,2016-08-04 03:08:57
96.0,2016-08-04 03:38:52
96.0,2016-08-04 04:08:48
96.0,2016-08-04 04:38:44
96.0,2016-08-04 05:08:40
96.0,2016-08-04 05:38:36
96.0,2016-08-04 06:08:30
96.0,2016-08-04 09:08:04
96.0,2016-08-04 10:37:52
95.0,2016-08-04 12:37:35
95.0,2016-08-04 13:37:27
96.0,2016-08-04 06:38:25
96.0,2016-08-04 07:38:17
96.0,2016-08-04 11:37:43
95.0,2016-08-04 15:37:10
94.0,2016-08-04 17:06:57
96.0,2016-08-04 08:38:09
96.0,2016-08-04 09:38:00
95.0,2016-08-04 13:07:31
95.0,2016-08-04 14:07:22
95.0,2016-08-04 15:07:14
94.0,2016-08-04 17:36:53
96.0,2016-08-04 12:07:39
95.0,2016-08-04 14:37:18
95.0,2016-08-04 16:07:06
96.0,2016-08-04 07:08:21
96.0,2016-08-04 08:08:13
96.0,2016-08-04 10:07:56
96.0,2016-08-04 11:07:47
95.0,2016-08-04 16:37:02
94.0,2016-08-06 20:23:50
94.0,2016-08-06 21:53:29
93.0,2016-08-06 22:02:46
94.0,2016-08-09 06:10:37
95.0,2016-08-06 20:10:57
94.0,2016-08-06 21:23:41
94.0,2016-08-06 21:34:53
94.0,2016-08-06 21:45:28
96.0,2016-08-07 00:00:38
95.0,2016-08-07 00:11:47
95.0,2016-08-07 00:41:46
96.0,2016-08-07 01:35:57
95.0,2016-08-07 01:58:22
94.0,2016-08-06 20:53:46
93.0,2016-08-06 22:32:42
95.0,2016-08-07 01:11:45
99.0,2016-08-17 07:52:21
99.0,2016-08-18 05:34:50
99.0,2016-08-18 06:04:48
